Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,com.fasterxml.jackson.databind.JsonMappingException$Reference,80,0.394558,0.1,RED
1,com.fasterxml.jackson.databind.JsonMappingException$Reference,79,0.394558,0.1,RED
1,com.fasterxml.jackson.databind.JsonMappingException$Reference,75,0.394558,0.1,RED
1,com.fasterxml.jackson.databind.JsonMappingException$Reference,74,0.394558,0.1,RED
1,com.fasterxml.jackson.databind.JsonMappingException$Reference,76,0.394558,0.1,RED
2,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,439,0.377124,0.2,RED
2,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,431,0.377124,0.2,RED
2,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,430,0.377124,0.2,RED
2,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,424,0.377124,0.2,RED
2,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,428,0.377124,0.2,RED
2,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,420,0.377124,0.2,RED
3,com.fasterxml.jackson.databind.JsonMappingException,271,0.370328,0.3,RED
3,com.fasterxml.jackson.databind.JsonMappingException,270,0.370328,0.3,RED
3,com.fasterxml.jackson.databind.JsonMappingException,277,0.370328,0.3,RED
3,com.fasterxml.jackson.databind.JsonMappingException,278,0.370328,0.3,RED
3,com.fasterxml.jackson.databind.JsonMappingException,280,0.370328,0.3,RED
3,com.fasterxml.jackson.databind.JsonMappingException$Reference,65,0.370328,0.3,RED
4,com.fasterxml.jackson.databind.JsonMappingException,177,0.341121,0.4,RED
5,com.fasterxml.jackson.databind.JsonMappingException,144,0.339683,0.4,RED
6,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,286,0.339550,0.5,RED
7,com.fasterxml.jackson.databind.JsonMappingException,201,0.313786,0.6,RED
8,com.fasterxml.jackson.databind.JsonMappingException,213,0.307920,0.7,RED
8,com.fasterxml.jackson.databind.JsonMappingException,212,0.307920,0.7,RED
8,com.fasterxml.jackson.databind.JsonMappingException,200,0.307920,0.7,RED
9,com.fasterxml.jackson.databind.util.TokenBuffer,646,0.282843,0.8,RED
9,com.fasterxml.jackson.databind.jsontype.impl.AsArrayTypeDeserializer,136,0.282843,0.8,RED
10,com.fasterxml.jackson.databind.deser.BeanDeserializerBase,1059,0.267261,0.9,RED
10,com.fasterxml.jackson.databind.deser.BeanDeserializerBase,1060,0.267261,0.9,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferringAccumulator,340,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferringAccumulator,339,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferringAccumulator,338,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer,255,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer,254,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer,259,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer,260,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferring,378,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferring,379,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferring,373,0.266667,1.0,RED
11,com.fasterxml.jackson.databind.deser.std.CollectionDeserializer$CollectionReferring,380,0.266667,1.0,RED
12,com.fasterxml.jackson.databind.deser.UnresolvedForwardReference,25,0.258199,1.1,RED
12,com.fasterxml.jackson.databind.deser.UnresolvedForwardReference,26,0.258199,1.1,RED
12,com.fasterxml.jackson.databind.deser.UnresolvedForwardReference,24,0.258199,1.1,RED
13,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,245,0.249101,1.1,RED
13,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,243,0.249101,1.1,RED
13,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,242,0.249101,1.1,RED
13,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,236,0.249101,1.1,RED
13,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,239,0.249101,1.1,RED
14,com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap,246,0.240098,1.2,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder,243,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder,242,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder,344,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerBuilder,343,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerBase,1315,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,344,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,342,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,343,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,341,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,317,0.230940,1.3,RED
15,com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,322,0.230940,1.3,RED
