Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.jsoup.nodes.DataNode,35,0.707107,2.0,RED
1,org.jsoup.nodes.DataNode,36,0.707107,2.0,RED
2,org.jsoup.nodes.DataNode,31,0.577350,4.0,RED
3,org.jsoup.nodes.Document,99,0.500000,6.0,RED
4,org.jsoup.nodes.Element,216,0.447214,8.0,RED
4,org.jsoup.nodes.Element,215,0.447214,8.0,RED
4,org.jsoup.nodes.Element,214,0.447214,8.0,RED
5,org.jsoup.nodes.TextNode,72,0.353553,10.0,RED
6,org.jsoup.nodes.Element,186,0.333333,12.0,ORANGE
6,org.jsoup.nodes.Element,188,0.333333,12.0,ORANGE
6,org.jsoup.nodes.Element,189,0.333333,12.0,ORANGE
6,org.jsoup.nodes.Element,190,0.333333,12.0,ORANGE
6,org.jsoup.nodes.DataNode,18,0.333333,12.0,ORANGE
6,org.jsoup.nodes.DataNode,19,0.333333,12.0,ORANGE
6,org.jsoup.nodes.DataNode,20,0.333333,12.0,ORANGE
6,org.jsoup.parser.Parser,153,0.333333,12.0,ORANGE
7,org.jsoup.parser.Parser,154,0.258199,14.0,ORANGE
7,org.jsoup.parser.Parser,150,0.258199,14.0,ORANGE
7,org.jsoup.parser.Parser,146,0.258199,14.0,ORANGE
7,org.jsoup.parser.Parser,147,0.258199,14.0,ORANGE
8,org.jsoup.nodes.Node,295,0.242536,16.0,ORANGE
9,org.jsoup.nodes.TextNode,68,0.176777,18.0,ORANGE
10,org.jsoup.nodes.Element,759,0.174078,20.0,ORANGE
11,org.jsoup.nodes.TextNode,74,0.171499,22.0,ORANGE
11,org.jsoup.nodes.TextNode,71,0.171499,22.0,ORANGE
11,org.jsoup.nodes.TextNode,73,0.171499,22.0,ORANGE
11,org.jsoup.nodes.TextNode,66,0.171499,22.0,ORANGE
11,org.jsoup.nodes.TextNode,67,0.171499,22.0,ORANGE
12,org.jsoup.nodes.Node,332,0.169031,24.0,ORANGE
12,org.jsoup.nodes.Node,331,0.169031,24.0,ORANGE
12,org.jsoup.nodes.Node,249,0.169031,24.0,ORANGE
12,org.jsoup.nodes.Node,247,0.169031,24.0,ORANGE
12,org.jsoup.nodes.Node,246,0.169031,24.0,ORANGE
13,org.jsoup.nodes.Node,114,0.166667,26.0,ORANGE
14,org.jsoup.nodes.Element,769,0.164399,28.0,YELLOW
14,org.jsoup.nodes.Element,768,0.164399,28.0,YELLOW
14,org.jsoup.nodes.Element,771,0.164399,28.0,YELLOW
14,org.jsoup.nodes.Element,770,0.164399,28.0,YELLOW
14,org.jsoup.nodes.Element,784,0.164399,28.0,YELLOW
14,org.jsoup.nodes.Element,783,0.164399,28.0,YELLOW
