Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.apache.commons.csv.CSVRecord,183,0.500000,2.2,RED
1,org.apache.commons.csv.CSVRecord,182,0.500000,2.2,RED
1,org.apache.commons.csv.CSVRecord,181,0.500000,2.2,RED
1,org.apache.commons.csv.CSVRecord,180,0.500000,2.2,RED
2,org.apache.commons.csv.CSVParser,355,0.447214,4.4,RED
2,org.apache.commons.csv.CSVParser,358,0.447214,4.4,RED
2,org.apache.commons.csv.CSVFormat,496,0.447214,4.4,RED
3,org.apache.commons.csv.CSVParser$1,416,0.377964,6.7,RED
3,org.apache.commons.csv.CSVParser$1,417,0.377964,6.7,RED
4,org.apache.commons.csv.CSVParser,345,0.316228,8.9,RED
4,org.apache.commons.csv.CSVParser,347,0.316228,8.9,RED
4,org.apache.commons.csv.CSVParser,348,0.316228,8.9,RED
4,org.apache.commons.csv.CSVParser,363,0.316228,8.9,RED
4,org.apache.commons.csv.CSVParser,362,0.316228,8.9,RED
4,org.apache.commons.csv.CSVParser,364,0.316228,8.9,RED
5,org.apache.commons.csv.CSVFormat,646,0.288675,11.1,RED
5,org.apache.commons.csv.CSVFormat,648,0.288675,11.1,RED
5,org.apache.commons.csv.CSVFormat,647,0.288675,11.1,RED
6,org.apache.commons.csv.CSVFormat,753,0.258199,13.3,ORANGE
6,org.apache.commons.csv.CSVParser$1,422,0.258199,13.3,ORANGE
6,org.apache.commons.csv.CSVParser$1,411,0.258199,13.3,ORANGE
6,org.apache.commons.csv.CSVParser$1,412,0.258199,13.3,ORANGE
6,org.apache.commons.csv.CSVParser$1,414,0.258199,13.3,ORANGE
7,org.apache.commons.csv.CSVParser,372,0.250000,15.6,ORANGE
7,org.apache.commons.csv.CSVParser,384,0.250000,15.6,ORANGE
7,org.apache.commons.csv.CSVParser$1,384,0.250000,15.6,ORANGE
7,org.apache.commons.csv.CSVParser$1,389,0.250000,15.6,ORANGE
7,org.apache.commons.csv.Lexer,372,0.250000,15.6,ORANGE
7,org.apache.commons.csv.ExtendedBufferedReader,161,0.250000,15.6,ORANGE
7,org.apache.commons.csv.CSVParser$1,408,0.250000,15.6,ORANGE
8,org.apache.commons.csv.CSVParser,454,0.204124,17.8,ORANGE
9,org.apache.commons.csv.CSVParser,171,0.176777,20.0,ORANGE
9,org.apache.commons.csv.CSVParser,173,0.176777,20.0,ORANGE
10,org.apache.commons.csv.CSVParser,170,0.174078,22.2,ORANGE
11,org.apache.commons.csv.CSVParser,447,0.166667,24.4,ORANGE
11,org.apache.commons.csv.CSVParser,448,0.166667,24.4,ORANGE
12,org.apache.commons.csv.Lexer,192,0.162221,26.7,ORANGE
12,org.apache.commons.csv.Lexer,193,0.162221,26.7,ORANGE
12,org.apache.commons.csv.Lexer,194,0.162221,26.7,ORANGE
13,org.apache.commons.csv.CSVParser,453,0.158114,28.9,YELLOW
14,org.apache.commons.csv.CSVParser,251,0.156174,31.1,YELLOW
15,org.apache.commons.csv.CSVParser,476,0.154303,33.3,YELLOW
15,org.apache.commons.csv.CSVParser,474,0.154303,33.3,YELLOW
15,org.apache.commons.csv.CSVParser,475,0.154303,33.3,YELLOW
15,org.apache.commons.csv.CSVParser,250,0.154303,33.3,YELLOW
15,org.apache.commons.csv.CSVParser,255,0.154303,33.3,YELLOW
15,org.apache.commons.csv.CSVParser,248,0.154303,33.3,YELLOW
15,org.apache.commons.csv.CSVParser,249,0.154303,33.3,YELLOW
16,org.apache.commons.csv.Token,63,0.150756,35.6,YELLOW
16,org.apache.commons.csv.Token,64,0.150756,35.6,YELLOW
16,org.apache.commons.csv.Token,61,0.150756,35.6,YELLOW
16,org.apache.commons.csv.Token,62,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,439,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,440,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,443,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,444,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,441,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,445,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,473,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,471,0.150756,35.6,YELLOW
16,org.apache.commons.csv.CSVParser,479,0.150756,35.6,YELLOW
17,org.apache.commons.csv.CSVParser,239,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,343,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,342,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,344,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,242,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,241,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,244,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,243,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,245,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVParser,368,0.149071,37.8,YELLOW
17,org.apache.commons.csv.CSVFormat,460,0.149071,37.8,YELLOW
18,org.apache.commons.csv.CSVParser,238,0.147442,40.0,YELLOW
18,org.apache.commons.csv.Lexer,196,0.147442,40.0,YELLOW
18,org.apache.commons.csv.Lexer,197,0.147442,40.0,YELLOW
19,org.apache.commons.csv.CSVFormat,423,0.145865,42.2,YELLOW
19,org.apache.commons.csv.CSVParser,214,0.145865,42.2,YELLOW
19,org.apache.commons.csv.CSVParser,237,0.145865,42.2,YELLOW
19,org.apache.commons.csv.CSVParser,218,0.145865,42.2,YELLOW
