Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.jsoup.nodes.Element,858,1.000000,0.9,RED
1,org.jsoup.nodes.Element,857,1.000000,0.9,RED
1,org.jsoup.nodes.Element,854,1.000000,0.9,RED
1,org.jsoup.nodes.Element,856,1.000000,0.9,RED
1,org.jsoup.nodes.Element,855,1.000000,0.9,RED
1,org.jsoup.nodes.Element,852,1.000000,0.9,RED
1,org.jsoup.nodes.Element,864,1.000000,0.9,RED
1,org.jsoup.nodes.Element,863,1.000000,0.9,RED
2,org.jsoup.nodes.DataNode,29,0.577350,1.8,RED
2,org.jsoup.parser.TreeBuilderState$7,772,0.577350,1.8,RED
3,org.jsoup.nodes.Element,760,0.500000,2.6,RED
3,org.jsoup.parser.TreeBuilderState$7,781,0.500000,2.6,RED
4,org.jsoup.parser.TreeBuilderState$7,609,0.447214,3.5,RED
5,org.jsoup.parser.TokeniserState$5,93,0.408248,4.4,RED
5,org.jsoup.parser.TokeniserState$5,92,0.408248,4.4,RED
5,org.jsoup.parser.TreeBuilderState$4,123,0.408248,4.4,RED
6,org.jsoup.nodes.Attributes,99,0.377964,5.3,RED
7,org.jsoup.parser.TreeBuilderState,1477,0.353553,6.1,RED
7,org.jsoup.parser.TreeBuilderState,1478,0.353553,6.1,RED
7,org.jsoup.parser.TreeBuilderState,1479,0.353553,6.1,RED
7,org.jsoup.parser.TreeBuilderState,1480,0.353553,6.1,RED
7,org.jsoup.parser.TreeBuilderState,1481,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$5,79,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$5,82,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$5,81,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$5,96,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$15,308,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$15,301,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$15,302,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$15,303,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$14,291,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$14,292,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$14,290,0.353553,6.1,RED
7,org.jsoup.parser.TokeniserState$14,297,0.353553,6.1,RED
