Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.apache.commons.cli.Parser,404,0.447214,2.6,RED
2,org.apache.commons.cli.Options,163,0.333333,5.1,RED
2,org.apache.commons.cli.Options,160,0.333333,5.1,RED
3,org.apache.commons.cli.OptionBuilder,144,0.316228,7.7,RED
3,org.apache.commons.cli.OptionBuilder,146,0.316228,7.7,RED
4,org.apache.commons.cli.GnuParser,148,0.288675,10.3,RED
4,org.apache.commons.cli.GnuParser,146,0.288675,10.3,RED
5,org.apache.commons.cli.GnuParser,68,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,67,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,65,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,86,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,81,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,83,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,77,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,70,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,72,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,176,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,167,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,161,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,116,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,113,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,124,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,119,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,117,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,29,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,41,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,40,0.267261,12.8,ORANGE
5,org.apache.commons.cli.GnuParser,32,0.267261,12.8,ORANGE
6,org.apache.commons.cli.OptionBuilder,104,0.258199,15.4,ORANGE
6,org.apache.commons.cli.OptionBuilder,106,0.258199,15.4,ORANGE
7,org.apache.commons.cli.OptionBuilder,302,0.200000,17.9,ORANGE
7,org.apache.commons.cli.OptionBuilder,304,0.200000,17.9,ORANGE
8,org.apache.commons.cli.OptionBuilder,94,0.169031,20.5,ORANGE
8,org.apache.commons.cli.OptionBuilder,92,0.169031,20.5,ORANGE
9,org.apache.commons.cli.OptionBuilder,319,0.152499,23.1,ORANGE
10,org.apache.commons.cli.OptionBuilder,82,0.138675,25.6,ORANGE
