FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.9992057188244639
org.example.TargetClass,3,3,0.9984114376489277
org.example.TargetClass,4,4,0.9976171564733916
org.example.TargetClass,5,5,0.9968228752978554
org.example.TargetClass,6,6,0.9960285941223193
org.example.TargetClass,7,7,0.9952343129467831
org.example.TargetClass,8,8,0.9944400317712471
org.example.TargetClass,9,9,0.9936457505957109
org.example.TargetClass,10,10,0.9928514694201748
org.example.TargetClass,11,11,0.9920571882446386
org.example.TargetClass,12,12,0.9912629070691025
org.example.TargetClass,13,13,0.9904686258935663
org.example.TargetClass,14,14,0.9896743447180302
org.example.TargetClass,15,15,0.988880063542494
org.example.TargetClass,16,16,0.9880857823669579
org.example.TargetClass,17,17,0.9872915011914217
org.example.TargetClass,18,18,0.9864972200158856
org.example.TargetClass,19,19,0.9857029388403495
org.example.TargetClass,20,20,0.9849086576648134
org.example.TargetClass,21,21,0.9841143764892772
org.example.TargetClass,22,22,0.9833200953137411
org.example.TargetClass,23,23,0.982525814138205
org.example.TargetClass,24,24,0.9817315329626688
org.example.TargetClass,25,25,0.9809372517871326
org.example.TargetClass,26,26,0.9801429706115965
org.example.TargetClass,27,27,0.9793486894360603
org.example.TargetClass,28,28,0.9785544082605242
org.example.TargetClass,29,29,0.977760127084988
org.example.TargetClass,30,30,0.9769658459094519
org.example.TargetClass,31,31,0.9761715647339158
org.example.TargetClass,32,32,0.9753772835583797
org.example.TargetClass,33,33,0.9745830023828436
org.example.TargetClass,34,34,0.9737887212073074
org.example.TargetClass,35,35,0.9729944400317713
org.example.TargetClass,36,36,0.9722001588562351
org.example.TargetClass,37,37,0.971405877680699
org.example.TargetClass,38,38,0.9706115965051628
org.example.TargetClass,39,39,0.9698173153296267
org.example.TargetClass,40,40,0.9690230341540905
org.example.TargetClass,41,41,0.9682287529785544
org.example.TargetClass,42,42,0.9674344718030182
org.example.TargetClass,43,43,0.9666401906274822
org.example.TargetClass,44,44,0.965845909451946
org.example.TargetClass,45,45,0.9650516282764099
org.example.TargetClass,46,46,0.9642573471008737
org.example.TargetClass,47,47,0.9634630659253376
org.example.TargetClass,48,48,0.9626687847498014
org.example.TargetClass,49,49,0.9618745035742653
org.example.TargetClass,50,50,0.9610802223987291
org.example.TargetClass,51,51,0.960285941223193
org.example.TargetClass,52,52,0.9594916600476568
org.example.TargetClass,53,53,0.9586973788721207
org.example.TargetClass,54,54,0.9579030976965845
org.example.TargetClass,55,55,0.9571088165210484
org.example.TargetClass,56,56,0.9563145353455124
org.example.TargetClass,57,57,0.9555202541699762
org.example.TargetClass,58,58,0.9547259729944401
org.example.TargetClass,59,59,0.9539316918189039
org.example.TargetClass,60,60,0.9531374106433678
org.example.TargetClass,61,61,0.9523431294678316
org.example.TargetClass,62,62,0.9515488482922955
org.example.TargetClass,63,63,0.9507545671167593
org.example.TargetClass,64,64,0.9499602859412232
org.example.TargetClass,65,65,0.949166004765687
org.example.TargetClass,66,66,0.9483717235901509
org.example.TargetClass,67,67,0.9475774424146148
org.example.TargetClass,68,68,0.9467831612390787
org.example.TargetClass,69,69,0.9459888800635425
org.example.TargetClass,70,70,0.9451945988880064
org.example.TargetClass,71,71,0.9444003177124702
org.example.TargetClass,72,72,0.9436060365369341
org.example.TargetClass,73,73,0.9428117553613979
org.example.TargetClass,74,74,0.9420174741858618
org.example.TargetClass,75,75,0.9412231930103256
org.example.TargetClass,76,76,0.9404289118347895
org.example.TargetClass,77,77,0.9396346306592533
org.example.TargetClass,78,78,0.9388403494837172
