FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.9997994786444756
org.example.TargetClass,3,3,0.9995989572889513
org.example.TargetClass,4,4,0.9993984359334269
org.example.TargetClass,5,5,0.9991979145779025
org.example.TargetClass,6,6,0.9989973932223782
org.example.TargetClass,7,7,0.9987968718668538
org.example.TargetClass,8,8,0.9985963505113294
org.example.TargetClass,9,9,0.998395829155805
org.example.TargetClass,10,10,0.9981953078002808
org.example.TargetClass,11,11,0.9979947864447564
org.example.TargetClass,12,12,0.997794265089232
org.example.TargetClass,13,13,0.9975937437337077
org.example.TargetClass,14,14,0.9973932223781833
org.example.TargetClass,15,15,0.9971927010226589
org.example.TargetClass,16,16,0.9969921796671346
org.example.TargetClass,17,17,0.9967916583116102
org.example.TargetClass,18,18,0.9965911369560858
org.example.TargetClass,19,19,0.9963906156005614
org.example.TargetClass,20,20,0.9961900942450371
org.example.TargetClass,21,21,0.9959895728895127
org.example.TargetClass,22,22,0.9957890515339883
org.example.TargetClass,23,23,0.995588530178464
org.example.TargetClass,24,24,0.9953880088229397
org.example.TargetClass,25,25,0.9951874874674153
org.example.TargetClass,26,26,0.994986966111891
org.example.TargetClass,27,27,0.9947864447563666
org.example.TargetClass,28,28,0.9945859234008422
org.example.TargetClass,29,29,0.9943854020453178
org.example.TargetClass,30,30,0.9941848806897935
org.example.TargetClass,31,31,0.9939843593342691
org.example.TargetClass,32,32,0.9937838379787447
org.example.TargetClass,33,33,0.9935833166232204
org.example.TargetClass,34,34,0.993382795267696
org.example.TargetClass,35,35,0.9931822739121716
org.example.TargetClass,36,36,0.9929817525566473
org.example.TargetClass,37,37,0.9927812312011229
org.example.TargetClass,38,38,0.9925807098455985
org.example.TargetClass,39,39,0.9923801884900741
org.example.TargetClass,40,40,0.9921796671345499
org.example.TargetClass,41,41,0.9919791457790255
org.example.TargetClass,42,42,0.9917786244235011
org.example.TargetClass,43,43,0.9915781030679768
org.example.TargetClass,44,44,0.9913775817124524
org.example.TargetClass,45,45,0.991177060356928
org.example.TargetClass,46,46,0.9909765390014037
org.example.TargetClass,47,47,0.9907760176458793
org.example.TargetClass,48,48,0.9905754962903549
org.example.TargetClass,49,49,0.9903749749348305
org.example.TargetClass,50,50,0.9901744535793062
org.example.TargetClass,51,51,0.9899739322237818
org.example.TargetClass,52,52,0.9897734108682574
org.example.TargetClass,53,53,0.9895728895127331
org.example.TargetClass,54,54,0.9893723681572087
org.example.TargetClass,55,55,0.9891718468016844
org.example.TargetClass,56,56,0.9889713254461601
org.example.TargetClass,57,57,0.9887708040906357
org.example.TargetClass,58,58,0.9885702827351113
org.example.TargetClass,59,59,0.9883697613795869
org.example.TargetClass,60,60,0.9881692400240626
org.example.TargetClass,61,61,0.9879687186685382
org.example.TargetClass,62,62,0.9877681973130138
org.example.TargetClass,63,63,0.9875676759574895
org.example.TargetClass,64,64,0.9873671546019651
org.example.TargetClass,65,65,0.9871666332464407
org.example.TargetClass,66,66,0.9869661118909164
org.example.TargetClass,67,67,0.986765590535392
org.example.TargetClass,68,68,0.9865650691798676
org.example.TargetClass,69,69,0.9863645478243432
org.example.TargetClass,70,70,0.986164026468819
org.example.TargetClass,71,71,0.9859635051132946
org.example.TargetClass,72,72,0.9857629837577702
org.example.TargetClass,73,73,0.9855624624022459
org.example.TargetClass,74,74,0.9853619410467215
org.example.TargetClass,75,75,0.9851614196911971
org.example.TargetClass,76,76,0.9849608983356728
org.example.TargetClass,77,77,0.9847603769801484
org.example.TargetClass,78,78,0.984559855624624
org.example.TargetClass,79,79,0.9843593342690996
org.example.TargetClass,80,80,0.9841588129135753
org.example.TargetClass,81,81,0.9839582915580509
org.example.TargetClass,82,82,0.9837577702025265
org.example.TargetClass,83,83,0.9835572488470022
org.example.TargetClass,84,84,0.9833567274914778
org.example.TargetClass,85,85,0.9831562061359534
org.example.TargetClass,86,86,0.9829556847804292
org.example.TargetClass,87,87,0.9827551634249048
org.example.TargetClass,88,88,0.9825546420693804
org.example.TargetClass,89,89,0.982354120713856
org.example.TargetClass,90,90,0.9821535993583317
org.example.TargetClass,91,91,0.9819530780028073
org.example.TargetClass,92,92,0.9817525566472829
org.example.TargetClass,93,93,0.9815520352917586
org.example.TargetClass,94,94,0.9813515139362342
org.example.TargetClass,95,95,0.9811509925807098
org.example.TargetClass,96,96,0.9809504712251855
org.example.TargetClass,97,97,0.9807499498696611
org.example.TargetClass,98,98,0.9805494285141367
org.example.TargetClass,99,99,0.9803489071586124
org.example.TargetClass,100,100,0.980148385803088
org.example.TargetClass,101,101,0.9799478644475637
org.example.TargetClass,102,102,0.9797473430920393
org.example.TargetClass,103,103,0.979546821736515
org.example.TargetClass,104,104,0.9793463003809906
org.example.TargetClass,105,105,0.9791457790254662
org.example.TargetClass,106,106,0.9789452576699419
org.example.TargetClass,107,107,0.9787447363144175
org.example.TargetClass,108,108,0.9785442149588931
org.example.TargetClass,109,109,0.9783436936033687
org.example.TargetClass,110,110,0.9781431722478444
org.example.TargetClass,111,111,0.97794265089232
org.example.TargetClass,112,112,0.9777421295367956
org.example.TargetClass,113,113,0.9775416081812713
org.example.TargetClass,114,114,0.9773410868257469
org.example.TargetClass,115,115,0.9771405654702225
org.example.TargetClass,116,116,0.9769400441146983
org.example.TargetClass,117,117,0.9767395227591739
org.example.TargetClass,118,118,0.9765390014036495
org.example.TargetClass,119,119,0.9763384800481252
org.example.TargetClass,120,120,0.9761379586926008
org.example.TargetClass,121,121,0.9759374373370764
org.example.TargetClass,122,122,0.975736915981552
org.example.TargetClass,123,123,0.9755363946260277
org.example.TargetClass,124,124,0.9753358732705033
org.example.TargetClass,125,125,0.9751353519149789
org.example.TargetClass,126,126,0.9749348305594546
org.example.TargetClass,127,127,0.9747343092039302
org.example.TargetClass,128,128,0.9745337878484058
org.example.TargetClass,129,129,0.9743332664928815
org.example.TargetClass,130,130,0.9741327451373571
org.example.TargetClass,131,131,0.9739322237818328
org.example.TargetClass,132,132,0.9737317024263084
org.example.TargetClass,133,133,0.9735311810707841
org.example.TargetClass,134,134,0.9733306597152597
org.example.TargetClass,135,135,0.9731301383597353
org.example.TargetClass,136,136,0.972929617004211
org.example.TargetClass,137,137,0.9727290956486866
org.example.TargetClass,138,138,0.9725285742931622
org.example.TargetClass,139,139,0.9723280529376379
org.example.TargetClass,140,140,0.9721275315821135
org.example.TargetClass,141,141,0.9719270102265891
org.example.TargetClass,142,142,0.9717264888710647
org.example.TargetClass,143,143,0.9715259675155404
org.example.TargetClass,144,144,0.971325446160016
org.example.TargetClass,145,145,0.9711249248044916
org.example.Class33,15,146,0.9709244034489674
org.example.TargetClass,147,147,0.970723882093443
org.example.TargetClass,148,148,0.9705233607379186
org.example.TargetClass,149,149,0.9703228393823943
org.example.TargetClass,150,150,0.9701223180268699
org.example.TargetClass,151,151,0.9699217966713455
org.example.TargetClass,152,152,0.9697212753158211
org.example.TargetClass,153,153,0.9695207539602968
org.example.TargetClass,154,154,0.9693202326047724
org.example.TargetClass,155,155,0.969119711249248
org.example.TargetClass,156,156,0.9689191898937237
org.example.TargetClass,157,157,0.9687186685381993
