Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,com.google.gson.stream.JsonReader,1190,0.500000,0.8,RED
1,com.google.gson.stream.JsonReader,1192,0.500000,0.8,RED
1,com.google.gson.stream.JsonReader,1193,0.500000,0.8,RED
1,com.google.gson.stream.JsonReader,1194,0.500000,0.8,RED
1,com.google.gson.stream.JsonReader,1195,0.500000,0.8,RED
1,com.google.gson.internal.ConstructorConstructor,176,0.500000,0.8,RED
1,com.google.gson.internal.ConstructorConstructor$9,178,0.500000,0.8,RED
1,com.google.gson.internal.ConstructorConstructor$9,176,0.500000,0.8,RED
2,com.google.gson.stream.JsonReader,1189,0.365148,1.5,RED
3,com.google.gson.stream.JsonReader$1,1611,0.342997,2.3,RED
4,com.google.gson.stream.JsonReader,1186,0.301511,3.0,RED
5,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,193,0.267261,3.8,RED
6,com.google.gson.stream.JsonReader$1,1621,0.262613,4.5,RED
6,com.google.gson.stream.JsonReader$1,1610,0.262613,4.5,RED
6,com.google.gson.stream.JsonReader$1,1607,0.262613,4.5,RED
6,com.google.gson.stream.JsonReader$1,1606,0.262613,4.5,RED
6,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,192,0.262613,4.5,RED
6,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,189,0.262613,4.5,RED
6,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,188,0.262613,4.5,RED
6,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,187,0.262613,4.5,RED
6,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,186,0.262613,4.5,RED
7,com.google.gson.stream.JsonReader$1,1602,0.258199,5.3,RED
7,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,195,0.258199,5.3,RED
7,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,185,0.258199,5.3,RED
8,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,184,0.254000,6.0,RED
8,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,183,0.254000,6.0,RED
9,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,167,0.242536,6.8,RED
9,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,169,0.242536,6.8,RED
10,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,162,0.239046,7.5,RED
10,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,161,0.239046,7.5,RED
11,com.google.gson.internal.ConstructorConstructor$10,185,0.223607,8.3,RED
12,com.google.gson.internal.ConstructorConstructor$10,183,0.196116,9.0,RED
12,com.google.gson.internal.ConstructorConstructor,183,0.196116,9.0,RED
13,com.google.gson.internal.ConstructorConstructor,175,0.192450,9.8,RED
14,com.google.gson.internal.$Gson$Types,317,0.170251,10.5,RED
14,com.google.gson.internal.$Gson$Types,318,0.170251,10.5,RED
14,com.google.gson.internal.$Gson$Types,319,0.170251,10.5,RED
14,com.google.gson.internal.$Gson$Types,315,0.170251,10.5,RED
