FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.9996546961325967
org.example.TargetClass,3,3,0.9993093922651933
org.example.TargetClass,4,4,0.99896408839779
org.example.TargetClass,5,5,0.9986187845303868
org.example.TargetClass,6,6,0.9982734806629834
org.example.TargetClass,7,7,0.9979281767955801
org.example.TargetClass,8,8,0.9975828729281768
org.example.TargetClass,9,9,0.9972375690607734
org.example.TargetClass,10,10,0.9968922651933702
org.example.TargetClass,11,11,0.9965469613259669
org.example.TargetClass,12,12,0.9962016574585635
org.example.TargetClass,13,13,0.9958563535911602
org.example.TargetClass,14,14,0.9955110497237569
org.example.TargetClass,15,15,0.9951657458563536
org.example.TargetClass,16,16,0.9948204419889503
org.example.TargetClass,17,17,0.994475138121547
org.example.TargetClass,18,18,0.9941298342541437
org.example.TargetClass,19,19,0.9937845303867403
org.example.TargetClass,20,20,0.993439226519337
org.example.TargetClass,21,21,0.9930939226519337
org.example.TargetClass,22,22,0.9927486187845304
org.example.TargetClass,23,23,0.9924033149171271
org.example.TargetClass,24,24,0.9920580110497238
org.example.TargetClass,25,25,0.9917127071823204
org.example.TargetClass,26,26,0.9913674033149171
org.example.TargetClass,27,27,0.9910220994475138
org.example.TargetClass,28,28,0.9906767955801105
org.example.TargetClass,29,29,0.9903314917127072
org.example.TargetClass,30,30,0.9899861878453039
org.example.TargetClass,31,31,0.9896408839779005
org.example.TargetClass,32,32,0.9892955801104972
org.example.TargetClass,33,33,0.988950276243094
org.example.TargetClass,34,34,0.9886049723756906
org.example.TargetClass,35,35,0.9882596685082873
org.example.TargetClass,36,36,0.987914364640884
org.example.TargetClass,37,37,0.9875690607734806
org.example.TargetClass,38,38,0.9872237569060773
org.example.TargetClass,39,39,0.986878453038674
org.example.TargetClass,40,40,0.9865331491712708
org.example.TargetClass,41,41,0.9861878453038674
org.example.TargetClass,42,42,0.9858425414364641
org.example.TargetClass,43,43,0.9854972375690608
org.example.TargetClass,44,44,0.9851519337016574
org.example.TargetClass,45,45,0.9848066298342542
org.example.TargetClass,46,46,0.9844613259668509
org.example.TargetClass,47,47,0.9841160220994475
org.example.TargetClass,48,48,0.9837707182320442
org.example.TargetClass,49,49,0.9834254143646409
org.example.TargetClass,50,50,0.9830801104972375
org.example.TargetClass,51,51,0.9827348066298343
org.example.TargetClass,52,52,0.982389502762431
org.example.TargetClass,53,53,0.9820441988950276
org.example.TargetClass,54,54,0.9816988950276243
org.example.TargetClass,55,55,0.981353591160221
org.example.TargetClass,56,56,0.9810082872928176
org.example.TargetClass,57,57,0.9806629834254144
org.example.TargetClass,58,58,0.9803176795580111
org.example.TargetClass,59,59,0.9799723756906077
org.example.TargetClass,60,60,0.9796270718232044
org.example.TargetClass,61,61,0.9792817679558011
org.example.Class54,13,62,0.9789364640883977
org.example.TargetClass,63,63,0.9785911602209945
org.example.TargetClass,64,64,0.9782458563535912
org.example.TargetClass,65,65,0.9779005524861879
org.example.TargetClass,66,66,0.9775552486187845
org.example.TargetClass,67,67,0.9772099447513812
org.example.TargetClass,68,68,0.976864640883978
org.example.TargetClass,69,69,0.9765193370165746
org.example.TargetClass,70,70,0.9761740331491713
org.example.TargetClass,71,71,0.975828729281768
org.example.TargetClass,72,72,0.9754834254143646
org.example.TargetClass,73,73,0.9751381215469613
org.example.TargetClass,74,74,0.974792817679558
org.example.TargetClass,75,75,0.9744475138121547
org.example.TargetClass,76,76,0.9741022099447514
org.example.TargetClass,77,77,0.9737569060773481
org.example.TargetClass,78,78,0.9734116022099447
org.example.TargetClass,79,79,0.9730662983425414
org.example.TargetClass,80,80,0.9727209944751382
org.example.TargetClass,81,81,0.9723756906077348
