FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.9991364421416234
org.example.TargetClass,3,3,0.998272884283247
org.example.TargetClass,4,4,0.9974093264248705
org.example.TargetClass,5,5,0.9965457685664939
org.example.TargetClass,6,6,0.9956822107081175
org.example.TargetClass,7,7,0.9948186528497409
org.example.TargetClass,8,8,0.9939550949913645
org.example.TargetClass,9,9,0.9930915371329879
org.example.TargetClass,10,10,0.9922279792746114
org.example.TargetClass,11,11,0.9913644214162349
org.example.TargetClass,12,12,0.9905008635578584
org.example.TargetClass,13,13,0.9896373056994818
org.example.TargetClass,14,14,0.9887737478411054
org.example.TargetClass,15,15,0.9879101899827288
org.example.TargetClass,16,16,0.9870466321243523
org.example.TargetClass,17,17,0.9861830742659758
org.example.TargetClass,18,18,0.9853195164075993
org.example.TargetClass,19,19,0.9844559585492227
org.example.TargetClass,20,20,0.9835924006908463
org.example.TargetClass,21,21,0.9827288428324698
org.example.TargetClass,22,22,0.9818652849740933
org.example.TargetClass,23,23,0.9810017271157168
org.example.TargetClass,24,24,0.9801381692573402
org.example.TargetClass,25,25,0.9792746113989638
org.example.TargetClass,26,26,0.9784110535405872
org.example.TargetClass,27,27,0.9775474956822107
org.example.TargetClass,28,28,0.9766839378238342
org.example.TargetClass,29,29,0.9758203799654577
org.example.TargetClass,30,30,0.9749568221070811
org.example.TargetClass,31,31,0.9740932642487047
org.example.TargetClass,32,32,0.9732297063903281
org.example.TargetClass,33,33,0.9723661485319517
org.example.TargetClass,34,34,0.9715025906735751
org.example.TargetClass,35,35,0.9706390328151986
org.example.TargetClass,36,36,0.9697754749568221
org.example.TargetClass,37,37,0.9689119170984456
org.example.TargetClass,38,38,0.968048359240069
org.example.TargetClass,39,39,0.9671848013816926
org.example.TargetClass,40,40,0.966321243523316
org.example.TargetClass,41,41,0.9654576856649395
org.example.TargetClass,42,42,0.9645941278065631
org.example.TargetClass,43,43,0.9637305699481865
org.example.TargetClass,44,44,0.9628670120898101
org.example.TargetClass,45,45,0.9620034542314335
org.example.TargetClass,46,46,0.961139896373057
org.example.TargetClass,47,47,0.9602763385146805
org.example.TargetClass,48,48,0.959412780656304
org.example.TargetClass,49,49,0.9585492227979274
org.example.TargetClass,50,50,0.957685664939551
org.example.TargetClass,51,51,0.9568221070811744
org.example.TargetClass,52,52,0.9559585492227979
org.example.TargetClass,53,53,0.9550949913644214
org.example.TargetClass,54,54,0.9542314335060449
org.example.TargetClass,55,55,0.9533678756476685
org.example.TargetClass,56,56,0.9525043177892919
org.example.TargetClass,57,57,0.9516407599309153
org.example.TargetClass,58,58,0.9507772020725389
org.example.TargetClass,59,59,0.9499136442141624
org.example.TargetClass,60,60,0.9490500863557858
org.example.TargetClass,61,61,0.9481865284974094
org.example.TargetClass,62,62,0.9473229706390328
org.example.TargetClass,63,63,0.9464594127806563
org.example.TargetClass,64,64,0.9455958549222798
org.example.TargetClass,65,65,0.9447322970639033
org.example.TargetClass,66,66,0.9438687392055267
org.example.TargetClass,67,67,0.9430051813471503
org.example.TargetClass,68,68,0.9421416234887737
org.example.TargetClass,69,69,0.9412780656303973
org.example.TargetClass,70,70,0.9404145077720207
org.example.TargetClass,71,71,0.9395509499136442
org.example.TargetClass,72,72,0.9386873920552677
org.example.TargetClass,73,73,0.9378238341968912
org.example.TargetClass,74,74,0.9369602763385146
org.example.TargetClass,75,75,0.9360967184801382
org.example.TargetClass,76,76,0.9352331606217616
org.example.TargetClass,77,77,0.9343696027633852
org.example.TargetClass,78,78,0.9335060449050087
org.example.TargetClass,79,79,0.9326424870466321
org.example.TargetClass,80,80,0.9317789291882557
org.example.TargetClass,81,81,0.9309153713298791
org.example.TargetClass,82,82,0.9300518134715026
org.example.TargetClass,83,83,0.9291882556131261
org.example.TargetClass,84,84,0.9283246977547496
org.example.TargetClass,85,85,0.927461139896373
org.example.TargetClass,86,86,0.9265975820379966
