Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.apache.commons.csv.Lexer,111,0.836333,1.7,RED
2,org.apache.commons.csv.CSVLexer,167,0.695648,3.3,RED
2,org.apache.commons.csv.CSVLexer,169,0.695648,3.3,RED
2,org.apache.commons.csv.CSVLexer,170,0.695648,3.3,RED
2,org.apache.commons.csv.CSVLexer,163,0.695648,3.3,RED
2,org.apache.commons.csv.CSVLexer,164,0.695648,3.3,RED
3,org.apache.commons.csv.Lexer,89,0.680451,5.0,RED
3,org.apache.commons.csv.Lexer,90,0.680451,5.0,RED
4,org.apache.commons.csv.CSVLexer,211,0.577350,6.7,RED
4,org.apache.commons.csv.CSVLexer,212,0.577350,6.7,RED
4,org.apache.commons.csv.CSVLexer,215,0.577350,6.7,RED
5,org.apache.commons.csv.CSVFormat$CSVFormatBuilder,263,0.467205,8.3,RED
6,org.apache.commons.csv.CSVFormat$CSVFormatBuilder,279,0.462796,10.0,RED
6,org.apache.commons.csv.CSVFormat$CSVFormatBuilder,280,0.462796,10.0,RED
7,org.apache.commons.csv.CSVFormat$CSVFormatBuilder,276,0.450882,11.7,ORANGE
8,org.apache.commons.csv.CSVLexer,67,0.371127,13.3,ORANGE
9,org.apache.commons.csv.CSVFormat,426,0.341188,15.0,ORANGE
10,org.apache.commons.csv.CSVLexer,124,0.336952,16.7,ORANGE
10,org.apache.commons.csv.CSVLexer,116,0.336952,16.7,ORANGE
10,org.apache.commons.csv.CSVLexer,176,0.336952,16.7,ORANGE
10,org.apache.commons.csv.CSVLexer,180,0.336952,16.7,ORANGE
11,org.apache.commons.csv.CSVLexer,171,0.335181,18.3,ORANGE
11,org.apache.commons.csv.CSVLexer,172,0.335181,18.3,ORANGE
11,org.apache.commons.csv.CSVLexer,152,0.335181,18.3,ORANGE
11,org.apache.commons.csv.CSVLexer,155,0.335181,18.3,ORANGE
11,org.apache.commons.csv.CSVLexer,159,0.335181,18.3,ORANGE
11,org.apache.commons.csv.CSVLexer,162,0.335181,18.3,ORANGE
12,org.apache.commons.csv.CSVLexer,127,0.334564,20.0,ORANGE
12,org.apache.commons.csv.CSVLexer,109,0.334564,20.0,ORANGE
12,org.apache.commons.csv.CSVLexer,106,0.334564,20.0,ORANGE
12,org.apache.commons.csv.CSVLexer,113,0.334564,20.0,ORANGE
13,org.apache.commons.csv.CSVLexer,156,0.333045,21.7,ORANGE
13,org.apache.commons.csv.CSVLexer,157,0.333045,21.7,ORANGE
13,org.apache.commons.csv.CSVLexer,158,0.333045,21.7,ORANGE
14,org.apache.commons.csv.CSVLexer,88,0.332830,23.3,ORANGE
14,org.apache.commons.csv.Lexer,179,0.332830,23.3,ORANGE
14,org.apache.commons.csv.Lexer,175,0.332830,23.3,ORANGE
14,org.apache.commons.csv.Lexer,171,0.332830,23.3,ORANGE
14,org.apache.commons.csv.Lexer,156,0.332830,23.3,ORANGE
14,org.apache.commons.csv.CSVLexer,98,0.332830,23.3,ORANGE
14,org.apache.commons.csv.CSVLexer,96,0.332830,23.3,ORANGE
15,org.apache.commons.csv.CSVLexer,58,0.331665,25.0,ORANGE
15,org.apache.commons.csv.CSVLexer,55,0.331665,25.0,ORANGE
15,org.apache.commons.csv.CSVLexer,66,0.331665,25.0,ORANGE
15,org.apache.commons.csv.CSVLexer,63,0.331665,25.0,ORANGE
15,org.apache.commons.csv.CSVLexer,82,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,59,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,58,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,57,0.331665,25.0,ORANGE
15,org.apache.commons.csv.CSVLexer,37,0.331665,25.0,ORANGE
15,org.apache.commons.csv.CSVLexer,38,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,63,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,62,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,61,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,60,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,69,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,66,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,65,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,64,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,167,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,163,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,137,0.331665,25.0,ORANGE
15,org.apache.commons.csv.Lexer,133,0.331665,25.0,ORANGE
16,org.apache.commons.csv.CSVFormat,743,0.330090,26.7,YELLOW
17,org.apache.commons.csv.CSVFormat,733,0.326165,28.3,YELLOW
18,org.apache.commons.csv.CSVFormat,719,0.325960,30.0,YELLOW
19,org.apache.commons.csv.CSVFormat,701,0.322299,31.7,YELLOW
20,org.apache.commons.csv.ExtendedBufferedReader,71,0.321754,33.3,YELLOW
21,org.apache.commons.csv.Lexer,106,0.319419,35.0,YELLOW
22,org.apache.commons.csv.CSVLexer,220,0.317847,36.7,YELLOW
22,org.apache.commons.csv.CSVLexer,221,0.317847,36.7,YELLOW
23,org.apache.commons.csv.ExtendedBufferedReader,58,0.317564,38.3,YELLOW
23,org.apache.commons.csv.ExtendedBufferedReader,59,0.317564,38.3,YELLOW
23,org.apache.commons.csv.ExtendedBufferedReader,54,0.317564,38.3,YELLOW
