Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.apache.commons.cli2.option.ArgumentImpl,245,0.848247,1.0,RED
1,org.apache.commons.cli2.option.ArgumentImpl,246,0.848247,1.0,RED
2,org.apache.commons.cli2.option.SourceDestArgument,123,0.756580,2.1,RED
2,org.apache.commons.cli2.option.SourceDestArgument,126,0.756580,2.1,RED
2,org.apache.commons.cli2.option.SourceDestArgument,127,0.756580,2.1,RED
2,org.apache.commons.cli2.option.SourceDestArgument,136,0.756580,2.1,RED
3,org.apache.commons.cli2.option.SourceDestArgument,115,0.703647,3.1,RED
3,org.apache.commons.cli2.option.SourceDestArgument,117,0.703647,3.1,RED
3,org.apache.commons.cli2.option.SourceDestArgument,118,0.703647,3.1,RED
3,org.apache.commons.cli2.option.SourceDestArgument,122,0.703647,3.1,RED
3,org.apache.commons.cli2.option.SourceDestArgument,120,0.703647,3.1,RED
5,org.apache.commons.cli2.option.SourceDestArgument,53,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,51,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,85,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,81,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,78,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,75,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,76,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,71,0.602686,5.2,RED
5,org.apache.commons.cli2.option.SourceDestArgument,72,0.602686,5.2,RED
6,org.apache.commons.cli2.option.ArgumentImpl,336,0.589966,6.2,RED
7,org.apache.commons.cli2.option.ArgumentImpl,340,0.562123,7.2,RED
12,org.apache.commons.cli2.builder.ArgumentBuilder,160,0.405435,12.4,ORANGE
12,org.apache.commons.cli2.builder.ArgumentBuilder,161,0.405435,12.4,ORANGE
13,org.apache.commons.cli2.builder.ArgumentBuilder,157,0.398930,13.4,ORANGE
14,org.apache.commons.cli2.builder.ArgumentBuilder,174,0.394836,14.4,ORANGE
14,org.apache.commons.cli2.builder.ArgumentBuilder,175,0.394836,14.4,ORANGE
16,org.apache.commons.cli2.builder.ArgumentBuilder,171,0.388821,16.5,ORANGE
21,org.apache.commons.cli2.option.ArgumentImpl,193,0.370807,21.6,ORANGE
23,org.apache.commons.cli2.option.ArgumentImpl,367,0.346941,23.7,ORANGE
23,org.apache.commons.cli2.option.ArgumentImpl,368,0.346941,23.7,ORANGE
23,org.apache.commons.cli2.option.ArgumentImpl,369,0.346941,23.7,ORANGE
26,org.apache.commons.cli2.option.ArgumentImpl,203,0.342970,26.8,YELLOW
26,org.apache.commons.cli2.option.ArgumentImpl,204,0.342970,26.8,YELLOW
27,org.apache.commons.cli2.builder.ArgumentBuilder,133,0.327988,27.8,YELLOW
27,org.apache.commons.cli2.builder.ArgumentBuilder,134,0.327988,27.8,YELLOW
28,org.apache.commons.cli2.builder.ArgumentBuilder,130,0.324515,28.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,297,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,293,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,294,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,288,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,284,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,277,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,272,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,274,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,279,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,266,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,267,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,263,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,269,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,321,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,317,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,313,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,314,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,307,0.323599,29.9,YELLOW
29,org.apache.commons.cli2.option.ArgumentImpl,301,0.323599,29.9,YELLOW
30,org.apache.commons.cli2.builder.ArgumentBuilder,127,0.320326,30.9,YELLOW
33,org.apache.commons.cli2.option.ArgumentImpl,244,0.286038,34.0,YELLOW
35,org.apache.commons.cli2.builder.ArgumentBuilder,69,0.277680,36.1,YELLOW
35,org.apache.commons.cli2.builder.ArgumentBuilder,70,0.277680,36.1,YELLOW
35,org.apache.commons.cli2.builder.ArgumentBuilder,71,0.277680,36.1,YELLOW
36,org.apache.commons.cli2.option.ArgumentImpl,240,0.276486,37.1,YELLOW
36,org.apache.commons.cli2.option.ArgumentImpl,238,0.276486,37.1,YELLOW
37,org.apache.commons.cli2.option.ArgumentImpl,185,0.276151,38.1,YELLOW
37,org.apache.commons.cli2.option.ArgumentImpl,186,0.276151,38.1,YELLOW
38,org.apache.commons.cli2.builder.ArgumentBuilder,96,0.270972,39.2,YELLOW
38,org.apache.commons.cli2.builder.ArgumentBuilder,94,0.270972,39.2,YELLOW
38,org.apache.commons.cli2.builder.ArgumentBuilder,81,0.270972,39.2,YELLOW
39,org.apache.commons.cli2.option.ArgumentImpl,215,0.267002,40.2,YELLOW
40,org.apache.commons.cli2.option.ArgumentImpl,374,0.265648,41.2,YELLOW
40,org.apache.commons.cli2.option.ArgumentImpl,373,0.265648,41.2,YELLOW
41,org.apache.commons.cli2.option.ArgumentImpl,197,0.265430,42.3,YELLOW
42,org.apache.commons.cli2.option.ArgumentImpl,136,0.263557,43.3,YELLOW
43,org.apache.commons.cli2.option.ArgumentImpl,354,0.254973,44.3,YELLOW
47,org.apache.commons.cli2.builder.ArgumentBuilder,110,0.252625,48.5,YELLOW
47,org.apache.commons.cli2.builder.ArgumentBuilder,111,0.252625,48.5,YELLOW
47,org.apache.commons.cli2.builder.ArgumentBuilder,112,0.252625,48.5,YELLOW
47,org.apache.commons.cli2.builder.ArgumentBuilder,113,0.252625,48.5,YELLOW
