FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.9984962406015038
org.example.TargetClass,3,3,0.9969924812030075
org.example.TargetClass,4,4,0.9954887218045113
org.example.TargetClass,5,5,0.9939849624060151
org.example.TargetClass,6,6,0.9924812030075187
org.example.TargetClass,7,7,0.9909774436090225
org.example.TargetClass,8,8,0.9894736842105263
org.example.TargetClass,9,9,0.98796992481203
org.example.TargetClass,10,10,0.9864661654135338
org.example.TargetClass,11,11,0.9849624060150376
org.example.TargetClass,12,12,0.9834586466165414
org.example.TargetClass,13,13,0.9819548872180451
org.example.TargetClass,14,14,0.9804511278195489
org.example.TargetClass,15,15,0.9789473684210527
org.example.TargetClass,16,16,0.9774436090225563
org.example.TargetClass,17,17,0.9759398496240601
org.example.TargetClass,18,18,0.9744360902255639
org.example.TargetClass,19,19,0.9729323308270676
org.example.TargetClass,20,20,0.9714285714285714
org.example.TargetClass,21,21,0.9699248120300752
org.example.TargetClass,22,22,0.968421052631579
org.example.TargetClass,23,23,0.9669172932330827
org.example.TargetClass,24,24,0.9654135338345865
org.example.TargetClass,25,25,0.9639097744360903
org.example.TargetClass,26,26,0.9624060150375939
org.example.TargetClass,27,27,0.9609022556390977
org.example.TargetClass,28,28,0.9593984962406015
org.example.TargetClass,29,29,0.9578947368421052
org.example.TargetClass,30,30,0.956390977443609
org.example.TargetClass,31,31,0.9548872180451128
org.example.TargetClass,32,32,0.9533834586466166
org.example.TargetClass,33,33,0.9518796992481203
org.example.Class8,10,34,0.9503759398496241
org.example.TargetClass,35,35,0.9488721804511279
org.example.TargetClass,36,36,0.9473684210526315
org.example.TargetClass,37,37,0.9458646616541353
org.example.TargetClass,38,38,0.9443609022556391
org.example.TargetClass,39,39,0.9428571428571428
org.example.TargetClass,40,40,0.9413533834586466
org.example.TargetClass,41,41,0.9398496240601504
org.example.TargetClass,42,42,0.9383458646616541
org.example.TargetClass,43,43,0.9368421052631579
org.example.TargetClass,44,44,0.9353383458646617
org.example.TargetClass,45,45,0.9338345864661655
org.example.TargetClass,46,46,0.9323308270676691
org.example.TargetClass,47,47,0.9308270676691729
org.example.TargetClass,48,48,0.9293233082706767
org.example.TargetClass,49,49,0.9278195488721804
org.example.TargetClass,50,50,0.9263157894736842
org.example.TargetClass,51,51,0.924812030075188
org.example.TargetClass,52,52,0.9233082706766917
org.example.TargetClass,53,53,0.9218045112781955
org.example.TargetClass,54,54,0.9203007518796993
org.example.TargetClass,55,55,0.918796992481203
org.example.TargetClass,56,56,0.9172932330827067
org.example.TargetClass,57,57,0.9157894736842105
org.example.TargetClass,58,58,0.9142857142857143
org.example.TargetClass,59,59,0.912781954887218
org.example.TargetClass,60,60,0.9112781954887218
org.example.TargetClass,61,61,0.9097744360902256
org.example.TargetClass,62,62,0.9082706766917293
org.example.TargetClass,63,63,0.9067669172932331
org.example.TargetClass,64,64,0.9052631578947369
org.example.TargetClass,65,65,0.9037593984962407
org.example.TargetClass,66,66,0.9022556390977443
org.example.TargetClass,67,67,0.9007518796992481
org.example.TargetClass,68,68,0.8992481203007519
org.example.TargetClass,69,69,0.8977443609022556
org.example.TargetClass,70,70,0.8962406015037594
org.example.TargetClass,71,71,0.8947368421052632
org.example.TargetClass,72,72,0.8932330827067669
org.example.TargetClass,73,73,0.8917293233082707
org.example.TargetClass,74,74,0.8902255639097745
org.example.TargetClass,75,75,0.8887218045112781
org.example.TargetClass,76,76,0.8872180451127819
org.example.TargetClass,77,77,0.8857142857142857
org.example.TargetClass,78,78,0.8842105263157894
org.example.TargetClass,79,79,0.8827067669172932
org.example.TargetClass,80,80,0.881203007518797
org.example.TargetClass,81,81,0.8796992481203008
