FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.9994700582935877
org.example.TargetClass,3,3,0.9989401165871754
org.example.TargetClass,4,4,0.9984101748807631
org.example.TargetClass,5,5,0.9978802331743508
org.example.TargetClass,6,6,0.9973502914679385
org.example.TargetClass,7,7,0.9968203497615262
org.example.TargetClass,8,8,0.9962904080551139
org.example.TargetClass,9,9,0.9957604663487016
org.example.TargetClass,10,10,0.9952305246422893
org.example.TargetClass,11,11,0.994700582935877
org.example.TargetClass,12,12,0.9941706412294647
org.example.TargetClass,13,13,0.9936406995230525
org.example.TargetClass,14,14,0.9931107578166402
org.example.TargetClass,15,15,0.9925808161102279
org.example.TargetClass,16,16,0.9920508744038156
org.example.TargetClass,17,17,0.9915209326974033
org.example.TargetClass,18,18,0.990990990990991
org.example.TargetClass,19,19,0.9904610492845787
org.example.TargetClass,20,20,0.9899311075781664
org.example.TargetClass,21,21,0.9894011658717541
org.example.TargetClass,22,22,0.9888712241653418
org.example.TargetClass,23,23,0.9883412824589295
org.example.TargetClass,24,24,0.9878113407525172
org.example.TargetClass,25,25,0.9872813990461049
org.example.TargetClass,26,26,0.9867514573396926
org.example.TargetClass,27,27,0.9862215156332803
org.example.TargetClass,28,28,0.985691573926868
org.example.TargetClass,29,29,0.9851616322204557
org.example.TargetClass,30,30,0.9846316905140434
org.example.TargetClass,31,31,0.9841017488076311
org.example.TargetClass,32,32,0.9835718071012188
org.example.TargetClass,33,33,0.9830418653948065
org.example.TargetClass,34,34,0.9825119236883942
org.example.TargetClass,35,35,0.9819819819819819
org.example.TargetClass,36,36,0.9814520402755696
org.example.TargetClass,37,37,0.9809220985691574
org.example.TargetClass,38,38,0.9803921568627451
org.example.TargetClass,39,39,0.9798622151563328
org.example.TargetClass,40,40,0.9793322734499205
org.example.TargetClass,41,41,0.9788023317435082
org.example.TargetClass,42,42,0.9782723900370959
org.example.TargetClass,43,43,0.9777424483306836
org.example.TargetClass,44,44,0.9772125066242713
org.example.TargetClass,45,45,0.976682564917859
org.example.TargetClass,46,46,0.9761526232114467
org.example.TargetClass,47,47,0.9756226815050344
org.example.TargetClass,48,48,0.9750927397986221
org.example.TargetClass,49,49,0.9745627980922098
org.example.TargetClass,50,50,0.9740328563857975
org.example.TargetClass,51,51,0.9735029146793852
org.example.TargetClass,52,52,0.972972972972973
org.example.TargetClass,53,53,0.9724430312665606
org.example.TargetClass,54,54,0.9719130895601484
org.example.TargetClass,55,55,0.9713831478537361
org.example.TargetClass,56,56,0.9708532061473238
org.example.TargetClass,57,57,0.9703232644409115
org.example.TargetClass,58,58,0.9697933227344993
org.example.TargetClass,59,59,0.969263381028087
org.example.TargetClass,60,60,0.9687334393216747
org.example.TargetClass,61,61,0.9682034976152624
org.example.TargetClass,62,62,0.9676735559088501
org.example.TargetClass,63,63,0.9671436142024378
org.example.TargetClass,64,64,0.9666136724960255
org.example.TargetClass,65,65,0.9660837307896132
org.example.TargetClass,66,66,0.9655537890832009
org.example.TargetClass,67,67,0.9650238473767886
org.example.TargetClass,68,68,0.9644939056703763
org.example.TargetClass,69,69,0.963963963963964
org.example.TargetClass,70,70,0.9634340222575517
org.example.TargetClass,71,71,0.9629040805511394
org.example.TargetClass,72,72,0.9623741388447271
org.example.TargetClass,73,73,0.9618441971383148
org.example.TargetClass,74,74,0.9613142554319025
org.example.Class49,24,75,0.9607843137254902
org.example.TargetClass,76,76,0.9602543720190779
org.example.TargetClass,77,77,0.9597244303126656
org.example.TargetClass,78,78,0.9591944886062533
org.example.TargetClass,79,79,0.958664546899841
org.example.TargetClass,80,80,0.9581346051934287
org.example.TargetClass,81,81,0.9576046634870164
org.example.TargetClass,82,82,0.9570747217806042
org.example.TargetClass,83,83,0.9565447800741919
org.example.TargetClass,84,84,0.9560148383677796
org.example.TargetClass,85,85,0.9554848966613673
org.example.TargetClass,86,86,0.954954954954955
org.example.TargetClass,87,87,0.9544250132485427
org.example.TargetClass,88,88,0.9538950715421304
org.example.TargetClass,89,89,0.9533651298357181
org.example.TargetClass,90,90,0.9528351881293058
org.example.TargetClass,91,91,0.9523052464228935
org.example.TargetClass,92,92,0.9517753047164812
org.example.TargetClass,93,93,0.9512453630100689
org.example.TargetClass,94,94,0.9507154213036566
org.example.TargetClass,95,95,0.9501854795972443
org.example.TargetClass,96,96,0.949655537890832
org.example.TargetClass,97,97,0.9491255961844197
org.example.TargetClass,98,98,0.9485956544780074
org.example.TargetClass,99,99,0.9480657127715951
org.example.TargetClass,100,100,0.9475357710651828
org.example.TargetClass,101,101,0.9470058293587705
org.example.TargetClass,102,102,0.9464758876523582
org.example.TargetClass,103,103,0.9459459459459459
org.example.TargetClass,104,104,0.9454160042395336
org.example.TargetClass,105,105,0.9448860625331214
org.example.TargetClass,106,106,0.9443561208267091
org.example.TargetClass,107,107,0.9438261791202968
org.example.TargetClass,108,108,0.9432962374138845
org.example.TargetClass,109,109,0.9427662957074722
org.example.TargetClass,110,110,0.9422363540010599
org.example.TargetClass,111,111,0.9417064122946476
org.example.TargetClass,112,112,0.9411764705882353
org.example.TargetClass,113,113,0.940646528881823
org.example.TargetClass,114,114,0.9401165871754107
org.example.TargetClass,115,115,0.9395866454689984
org.example.TargetClass,116,116,0.9390567037625861
org.example.TargetClass,117,117,0.9385267620561738
org.example.TargetClass,118,118,0.9379968203497615
org.example.TargetClass,119,119,0.9374668786433492
org.example.TargetClass,120,120,0.9369369369369369
org.example.TargetClass,121,121,0.9364069952305246
org.example.TargetClass,122,122,0.9358770535241123
org.example.TargetClass,123,123,0.9353471118177
org.example.TargetClass,124,124,0.9348171701112877
org.example.TargetClass,125,125,0.9342872284048754
org.example.TargetClass,126,126,0.9337572866984631
org.example.TargetClass,127,127,0.9332273449920508
org.example.TargetClass,128,128,0.9326974032856385
org.example.TargetClass,129,129,0.9321674615792263
org.example.TargetClass,130,130,0.931637519872814
org.example.TargetClass,131,131,0.9311075781664017
org.example.TargetClass,132,132,0.9305776364599894
org.example.TargetClass,133,133,0.9300476947535771
org.example.TargetClass,134,134,0.9295177530471648
org.example.TargetClass,135,135,0.9289878113407525
org.example.TargetClass,136,136,0.9284578696343402
org.example.TargetClass,137,137,0.9279279279279279
org.example.TargetClass,138,138,0.9273979862215156
org.example.TargetClass,139,139,0.9268680445151033
org.example.TargetClass,140,140,0.926338102808691
org.example.TargetClass,141,141,0.9258081611022787
org.example.TargetClass,142,142,0.9252782193958664
org.example.TargetClass,143,143,0.9247482776894541
org.example.TargetClass,144,144,0.9242183359830418
org.example.TargetClass,145,145,0.9236883942766295
org.example.TargetClass,146,146,0.9231584525702172
org.example.TargetClass,147,147,0.9226285108638049
org.example.TargetClass,148,148,0.9220985691573926
org.example.TargetClass,149,149,0.9215686274509804
org.example.TargetClass,150,150,0.921038685744568
org.example.TargetClass,151,151,0.9205087440381559
org.example.TargetClass,152,152,0.9199788023317435
org.example.TargetClass,153,153,0.9194488606253313
org.example.TargetClass,154,154,0.9189189189189189
org.example.TargetClass,155,155,0.9183889772125067
org.example.TargetClass,156,156,0.9178590355060943
org.example.TargetClass,157,157,0.9173290937996821
org.example.TargetClass,158,158,0.9167991520932697
org.example.TargetClass,159,159,0.9162692103868575
org.example.TargetClass,160,160,0.9157392686804451
org.example.TargetClass,161,161,0.9152093269740329
org.example.TargetClass,162,162,0.9146793852676206
