FullyQualifiedClass,LineNumber,Rank,Score
org.example.TargetClass,1,1,1.0
org.example.TargetClass,2,2,0.999648629655657
org.example.TargetClass,3,3,0.9992972593113141
org.example.TargetClass,4,4,0.9989458889669712
org.example.TargetClass,5,5,0.9985945186226283
org.example.TargetClass,6,6,0.9982431482782853
org.example.TargetClass,7,7,0.9978917779339423
org.example.TargetClass,8,8,0.9975404075895994
org.example.TargetClass,9,9,0.9971890372452565
org.example.TargetClass,10,10,0.9968376669009136
org.example.TargetClass,11,11,0.9964862965565706
org.example.TargetClass,12,12,0.9961349262122277
org.example.TargetClass,13,13,0.9957835558678847
org.example.TargetClass,14,14,0.9954321855235418
org.example.TargetClass,15,15,0.9950808151791989
org.example.TargetClass,16,16,0.9947294448348559
org.example.TargetClass,17,17,0.994378074490513
org.example.TargetClass,18,18,0.9940267041461701
org.example.TargetClass,19,19,0.9936753338018272
org.example.TargetClass,20,20,0.9933239634574842
org.example.TargetClass,21,21,0.9929725931131412
org.example.TargetClass,22,22,0.9926212227687983
org.example.TargetClass,23,23,0.9922698524244554
org.example.TargetClass,24,24,0.9919184820801125
org.example.TargetClass,25,25,0.9915671117357695
org.example.TargetClass,26,26,0.9912157413914265
org.example.TargetClass,27,27,0.9908643710470836
org.example.TargetClass,28,28,0.9905130007027407
org.example.TargetClass,29,29,0.9901616303583978
org.example.TargetClass,30,30,0.9898102600140548
org.example.TargetClass,31,31,0.9894588896697118
org.example.TargetClass,32,32,0.9891075193253689
org.example.TargetClass,33,33,0.988756148981026
org.example.TargetClass,34,34,0.9884047786366831
org.example.TargetClass,35,35,0.9880534082923401
org.example.TargetClass,36,36,0.9877020379479972
org.example.TargetClass,37,37,0.9873506676036542
org.example.TargetClass,38,38,0.9869992972593113
org.example.TargetClass,39,39,0.9866479269149684
org.example.TargetClass,40,40,0.9862965565706254
org.example.TargetClass,41,41,0.9859451862262825
org.example.TargetClass,42,42,0.9855938158819396
org.example.TargetClass,43,43,0.9852424455375967
org.example.TargetClass,44,44,0.9848910751932537
org.example.TargetClass,45,45,0.9845397048489107
org.example.TargetClass,46,46,0.9841883345045678
org.example.TargetClass,47,47,0.9838369641602249
org.example.TargetClass,48,48,0.983485593815882
org.example.TargetClass,49,49,0.983134223471539
org.example.TargetClass,50,50,0.982782853127196
org.example.TargetClass,51,51,0.9824314827828531
org.example.TargetClass,52,52,0.9820801124385102
org.example.TargetClass,53,53,0.9817287420941673
org.example.TargetClass,54,54,0.9813773717498243
org.example.TargetClass,55,55,0.9810260014054814
org.example.TargetClass,56,56,0.9806746310611384
org.example.Class69,20,57,0.9803232607167955
org.example.TargetClass,58,58,0.9799718903724526
org.example.TargetClass,59,59,0.9796205200281096
org.example.TargetClass,60,60,0.9792691496837667
org.example.TargetClass,61,61,0.9789177793394237
org.example.TargetClass,62,62,0.9785664089950808
org.example.TargetClass,63,63,0.9782150386507379
org.example.TargetClass,64,64,0.9778636683063949
org.example.TargetClass,65,65,0.977512297962052
org.example.TargetClass,66,66,0.9771609276177091
org.example.TargetClass,67,67,0.9768095572733662
org.example.TargetClass,68,68,0.9764581869290232
org.example.TargetClass,69,69,0.9761068165846802
org.example.TargetClass,70,70,0.9757554462403373
org.example.TargetClass,71,71,0.9754040758959944
org.example.TargetClass,72,72,0.9750527055516515
org.example.TargetClass,73,73,0.9747013352073085
org.example.TargetClass,74,74,0.9743499648629655
org.example.TargetClass,75,75,0.9739985945186226
org.example.TargetClass,76,76,0.9736472241742797
org.example.TargetClass,77,77,0.9732958538299368
org.example.TargetClass,78,78,0.9729444834855938
org.example.TargetClass,79,79,0.9725931131412509
org.example.TargetClass,80,80,0.9722417427969079
org.example.TargetClass,81,81,0.971890372452565
org.example.TargetClass,82,82,0.9715390021082221
org.example.TargetClass,83,83,0.9711876317638791
org.example.TargetClass,84,84,0.9708362614195362
org.example.TargetClass,85,85,0.9704848910751932
org.example.TargetClass,86,86,0.9701335207308504
org.example.TargetClass,87,87,0.9697821503865074
org.example.TargetClass,88,88,0.9694307800421644
org.example.TargetClass,89,89,0.9690794096978215
org.example.TargetClass,90,90,0.9687280393534785
org.example.TargetClass,91,91,0.9683766690091357
org.example.TargetClass,92,92,0.9680252986647927
org.example.TargetClass,93,93,0.9676739283204497
org.example.TargetClass,94,94,0.9673225579761068
org.example.TargetClass,95,95,0.9669711876317639
org.example.TargetClass,96,96,0.966619817287421
org.example.TargetClass,97,97,0.966268446943078
org.example.TargetClass,98,98,0.965917076598735
org.example.TargetClass,99,99,0.9655657062543921
org.example.TargetClass,100,100,0.9652143359100492
org.example.TargetClass,101,101,0.9648629655657063
org.example.TargetClass,102,102,0.9645115952213633
org.example.TargetClass,103,103,0.9641602248770204
org.example.TargetClass,104,104,0.9638088545326774
org.example.TargetClass,105,105,0.9634574841883345
org.example.TargetClass,106,106,0.9631061138439916
org.example.TargetClass,107,107,0.9627547434996486
org.example.TargetClass,108,108,0.9624033731553057
org.example.TargetClass,109,109,0.9620520028109627
org.example.TargetClass,110,110,0.9617006324666199
org.example.TargetClass,111,111,0.9613492621222769
org.example.TargetClass,112,112,0.9609978917779339
org.example.TargetClass,113,113,0.960646521433591
org.example.TargetClass,114,114,0.9602951510892481
org.example.TargetClass,115,115,0.9599437807449052
org.example.TargetClass,116,116,0.9595924104005622
org.example.TargetClass,117,117,0.9592410400562192
org.example.TargetClass,118,118,0.9588896697118763
org.example.TargetClass,119,119,0.9585382993675334
org.example.TargetClass,120,120,0.9581869290231905
org.example.TargetClass,121,121,0.9578355586788475
org.example.TargetClass,122,122,0.9574841883345045
org.example.TargetClass,123,123,0.9571328179901616
org.example.TargetClass,124,124,0.9567814476458187
org.example.TargetClass,125,125,0.9564300773014758
org.example.TargetClass,126,126,0.9560787069571328
org.example.TargetClass,127,127,0.9557273366127899
org.example.TargetClass,128,128,0.9553759662684469
org.example.TargetClass,129,129,0.955024595924104
org.example.TargetClass,130,130,0.9546732255797611
org.example.TargetClass,131,131,0.9543218552354181
org.example.TargetClass,132,132,0.9539704848910752
org.example.TargetClass,133,133,0.9536191145467322
org.example.TargetClass,134,134,0.9532677442023894
org.example.TargetClass,135,135,0.9529163738580464
org.example.TargetClass,136,136,0.9525650035137034
org.example.TargetClass,137,137,0.9522136331693605
org.example.TargetClass,138,138,0.9518622628250175
org.example.TargetClass,139,139,0.9515108924806747
org.example.TargetClass,140,140,0.9511595221363317
org.example.TargetClass,141,141,0.9508081517919887
org.example.TargetClass,142,142,0.9504567814476458
org.example.TargetClass,143,143,0.9501054111033029
org.example.TargetClass,144,144,0.94975404075896
org.example.TargetClass,145,145,0.949402670414617
org.example.TargetClass,146,146,0.949051300070274
org.example.TargetClass,147,147,0.9486999297259311
org.example.TargetClass,148,148,0.9483485593815882
org.example.TargetClass,149,149,0.9479971890372453
org.example.TargetClass,150,150,0.9476458186929023
org.example.TargetClass,151,151,0.9472944483485594
org.example.TargetClass,152,152,0.9469430780042164
org.example.TargetClass,153,153,0.9465917076598735
org.example.TargetClass,154,154,0.9462403373155306
org.example.TargetClass,155,155,0.9458889669711876
org.example.TargetClass,156,156,0.9455375966268447
