FullyQualifiedClass,LineNumber,Rank,Score
org.example.Class14,40,1,1.0
org.example.TargetClass,2,2,0.9997672253258846
org.example.TargetClass,3,3,0.999534450651769
org.example.TargetClass,4,4,0.9993016759776536
org.example.TargetClass,5,5,0.9990689013035382
org.example.TargetClass,6,6,0.9988361266294227
org.example.TargetClass,7,7,0.9986033519553073
org.example.TargetClass,8,8,0.9983705772811918
org.example.TargetClass,9,9,0.9981378026070763
org.example.TargetClass,10,10,0.9979050279329609
org.example.TargetClass,11,11,0.9976722532588455
org.example.TargetClass,12,12,0.99743947858473
org.example.TargetClass,13,13,0.9972067039106145
org.example.TargetClass,14,14,0.9969739292364991
org.example.TargetClass,15,15,0.9967411545623837
org.example.TargetClass,16,16,0.9965083798882681
org.example.TargetClass,17,17,0.9962756052141527
org.example.TargetClass,18,18,0.9960428305400373
org.example.TargetClass,19,19,0.9958100558659218
org.example.TargetClass,20,20,0.9955772811918063
org.example.TargetClass,21,21,0.9953445065176909
org.example.TargetClass,22,22,0.9951117318435754
org.example.TargetClass,23,23,0.99487895716946
org.example.TargetClass,24,24,0.9946461824953445
org.example.TargetClass,25,25,0.994413407821229
org.example.TargetClass,26,26,0.9941806331471136
org.example.TargetClass,27,27,0.9939478584729982
org.example.TargetClass,28,28,0.9937150837988826
org.example.TargetClass,29,29,0.9934823091247672
org.example.TargetClass,30,30,0.9932495344506518
org.example.TargetClass,31,31,0.9930167597765364
org.example.TargetClass,32,32,0.9927839851024208
org.example.TargetClass,33,33,0.9925512104283054
org.example.TargetClass,34,34,0.99231843575419
org.example.TargetClass,35,35,0.9920856610800745
org.example.TargetClass,36,36,0.991852886405959
org.example.TargetClass,37,37,0.9916201117318436
org.example.TargetClass,38,38,0.9913873370577281
org.example.TargetClass,39,39,0.9911545623836127
org.example.TargetClass,40,40,0.9909217877094972
org.example.TargetClass,41,41,0.9906890130353817
org.example.TargetClass,42,42,0.9904562383612663
org.example.TargetClass,43,43,0.9902234636871509
org.example.TargetClass,44,44,0.9899906890130353
org.example.TargetClass,45,45,0.9897579143389199
org.example.TargetClass,46,46,0.9895251396648045
org.example.TargetClass,47,47,0.9892923649906891
org.example.TargetClass,48,48,0.9890595903165735
org.example.TargetClass,49,49,0.9888268156424581
org.example.TargetClass,50,50,0.9885940409683427
org.example.TargetClass,51,51,0.9883612662942272
org.example.TargetClass,52,52,0.9881284916201117
org.example.TargetClass,53,53,0.9878957169459963
org.example.TargetClass,54,54,0.9876629422718808
org.example.TargetClass,55,55,0.9874301675977654
org.example.TargetClass,56,56,0.9871973929236499
org.example.TargetClass,57,57,0.9869646182495344
org.example.TargetClass,58,58,0.986731843575419
org.example.TargetClass,59,59,0.9864990689013036
org.example.TargetClass,60,60,0.986266294227188
org.example.TargetClass,61,61,0.9860335195530726
org.example.TargetClass,62,62,0.9858007448789572
org.example.TargetClass,63,63,0.9855679702048417
org.example.TargetClass,64,64,0.9853351955307262
org.example.TargetClass,65,65,0.9851024208566108
org.example.TargetClass,66,66,0.9848696461824954
org.example.TargetClass,67,67,0.9846368715083799
org.example.TargetClass,68,68,0.9844040968342644
org.example.TargetClass,69,69,0.984171322160149
org.example.TargetClass,70,70,0.9839385474860335
org.example.TargetClass,71,71,0.9837057728119181
org.example.TargetClass,72,72,0.9834729981378026
org.example.TargetClass,73,73,0.9832402234636871
org.example.TargetClass,74,74,0.9830074487895717
org.example.TargetClass,75,75,0.9827746741154563
org.example.TargetClass,76,76,0.9825418994413407
org.example.TargetClass,77,77,0.9823091247672253
org.example.TargetClass,78,78,0.9820763500931099
org.example.TargetClass,79,79,0.9818435754189944
org.example.TargetClass,80,80,0.9816108007448789
org.example.TargetClass,81,81,0.9813780260707635
org.example.TargetClass,82,82,0.9811452513966481
org.example.TargetClass,83,83,0.9809124767225326
org.example.TargetClass,84,84,0.9806797020484171
org.example.TargetClass,85,85,0.9804469273743017
org.example.TargetClass,86,86,0.9802141527001862
org.example.TargetClass,87,87,0.9799813780260708
org.example.TargetClass,88,88,0.9797486033519553
org.example.TargetClass,89,89,0.9795158286778398
org.example.TargetClass,90,90,0.9792830540037244
org.example.TargetClass,91,91,0.979050279329609
org.example.TargetClass,92,92,0.9788175046554934
org.example.TargetClass,93,93,0.978584729981378
org.example.TargetClass,94,94,0.9783519553072626
org.example.TargetClass,95,95,0.9781191806331471
org.example.TargetClass,96,96,0.9778864059590316
org.example.TargetClass,97,97,0.9776536312849162
org.example.TargetClass,98,98,0.9774208566108007
org.example.TargetClass,99,99,0.9771880819366853
org.example.TargetClass,100,100,0.9769553072625698
org.example.TargetClass,101,101,0.9767225325884544
org.example.TargetClass,102,102,0.9764897579143389
org.example.TargetClass,103,103,0.9762569832402235
org.example.TargetClass,104,104,0.976024208566108
org.example.TargetClass,105,105,0.9757914338919925
org.example.TargetClass,106,106,0.9755586592178771
org.example.TargetClass,107,107,0.9753258845437617
org.example.TargetClass,108,108,0.9750931098696461
org.example.TargetClass,109,109,0.9748603351955307
org.example.TargetClass,110,110,0.9746275605214153
org.example.TargetClass,111,111,0.9743947858472998
org.example.TargetClass,112,112,0.9741620111731844
org.example.TargetClass,113,113,0.9739292364990689
org.example.TargetClass,114,114,0.9736964618249534
org.example.TargetClass,115,115,0.973463687150838
org.example.TargetClass,116,116,0.9732309124767226
org.example.TargetClass,117,117,0.9729981378026071
org.example.TargetClass,118,118,0.9727653631284916
org.example.TargetClass,119,119,0.9725325884543762
org.example.TargetClass,120,120,0.9722998137802608
org.example.TargetClass,121,121,0.9720670391061452
org.example.TargetClass,122,122,0.9718342644320298
org.example.TargetClass,123,123,0.9716014897579144
org.example.TargetClass,124,124,0.9713687150837989
org.example.TargetClass,125,125,0.9711359404096834
org.example.TargetClass,126,126,0.970903165735568
org.example.TargetClass,127,127,0.9706703910614525
org.example.TargetClass,128,128,0.970437616387337
org.example.TargetClass,129,129,0.9702048417132216
org.example.TargetClass,130,130,0.9699720670391061
org.example.TargetClass,131,131,0.9697392923649907
org.example.TargetClass,132,132,0.9695065176908753
org.example.TargetClass,133,133,0.9692737430167597
org.example.TargetClass,134,134,0.9690409683426443
org.example.TargetClass,135,135,0.9688081936685289
org.example.TargetClass,136,136,0.9685754189944134
org.example.TargetClass,137,137,0.9683426443202979
org.example.TargetClass,138,138,0.9681098696461825
org.example.TargetClass,139,139,0.9678770949720671
org.example.TargetClass,140,140,0.9676443202979516
org.example.TargetClass,141,141,0.9674115456238361
org.example.TargetClass,142,142,0.9671787709497207
org.example.TargetClass,143,143,0.9669459962756052
org.example.TargetClass,144,144,0.9667132216014898
org.example.TargetClass,145,145,0.9664804469273743
org.example.TargetClass,146,146,0.9662476722532588
org.example.TargetClass,147,147,0.9660148975791434
org.example.TargetClass,148,148,0.965782122905028
org.example.TargetClass,149,149,0.9655493482309124
org.example.TargetClass,150,150,0.965316573556797
org.example.TargetClass,151,151,0.9650837988826816
org.example.TargetClass,152,152,0.9648510242085662
org.example.TargetClass,153,153,0.9646182495344506
org.example.TargetClass,154,154,0.9643854748603352
org.example.TargetClass,155,155,0.9641527001862198
org.example.TargetClass,156,156,0.9639199255121043
org.example.TargetClass,157,157,0.9636871508379888
org.example.TargetClass,158,158,0.9634543761638734
org.example.TargetClass,159,159,0.9632216014897579
org.example.TargetClass,160,160,0.9629888268156425
org.example.TargetClass,161,161,0.962756052141527
org.example.TargetClass,162,162,0.9625232774674115
org.example.TargetClass,163,163,0.9622905027932961
org.example.TargetClass,164,164,0.9620577281191807
org.example.TargetClass,165,165,0.9618249534450651
org.example.TargetClass,166,166,0.9615921787709497
org.example.TargetClass,167,167,0.9613594040968343
org.example.TargetClass,168,168,0.9611266294227188
org.example.TargetClass,169,169,0.9608938547486033
org.example.TargetClass,170,170,0.9606610800744879
org.example.TargetClass,171,171,0.9604283054003724
org.example.TargetClass,172,172,0.960195530726257
org.example.TargetClass,173,173,0.9599627560521415
org.example.TargetClass,174,174,0.9597299813780261
org.example.TargetClass,175,175,0.9594972067039106
org.example.TargetClass,176,176,0.9592644320297952
org.example.TargetClass,177,177,0.9590316573556797
org.example.TargetClass,178,178,0.9587988826815642
org.example.TargetClass,179,179,0.9585661080074488
org.example.TargetClass,180,180,0.9583333333333334
org.example.TargetClass,181,181,0.9581005586592178
org.example.TargetClass,182,182,0.9578677839851024
org.example.TargetClass,183,183,0.957635009310987
org.example.TargetClass,184,184,0.9574022346368715
org.example.TargetClass,185,185,0.957169459962756
org.example.TargetClass,186,186,0.9569366852886406
org.example.TargetClass,187,187,0.9567039106145251
org.example.TargetClass,188,188,0.9564711359404097
org.example.TargetClass,189,189,0.9562383612662942
org.example.TargetClass,190,190,0.9560055865921788
org.example.TargetClass,191,191,0.9557728119180633
org.example.TargetClass,192,192,0.9555400372439479
org.example.TargetClass,193,193,0.9553072625698324
org.example.TargetClass,194,194,0.9550744878957169
org.example.TargetClass,195,195,0.9548417132216015
org.example.TargetClass,196,196,0.9546089385474861
org.example.TargetClass,197,197,0.9543761638733705
org.example.TargetClass,198,198,0.9541433891992551
org.example.TargetClass,199,199,0.9539106145251397
org.example.TargetClass,200,200,0.9536778398510242
org.example.TargetClass,201,201,0.9534450651769087
org.example.TargetClass,202,202,0.9532122905027933
org.example.TargetClass,203,203,0.9529795158286778
org.example.TargetClass,204,204,0.9527467411545624
org.example.TargetClass,205,205,0.952513966480447
org.example.TargetClass,206,206,0.9522811918063314
org.example.TargetClass,207,207,0.952048417132216
org.example.TargetClass,208,208,0.9518156424581006
org.example.TargetClass,209,209,0.9515828677839852
org.example.TargetClass,210,210,0.9513500931098696
org.example.TargetClass,211,211,0.9511173184357542
org.example.TargetClass,212,212,0.9508845437616388
org.example.TargetClass,213,213,0.9506517690875232
org.example.TargetClass,214,214,0.9504189944134078
org.example.TargetClass,215,215,0.9501862197392924
org.example.TargetClass,216,216,0.9499534450651769
org.example.TargetClass,217,217,0.9497206703910615
org.example.TargetClass,218,218,0.949487895716946
org.example.TargetClass,219,219,0.9492551210428305
org.example.TargetClass,220,220,0.9490223463687151
org.example.TargetClass,221,221,0.9487895716945997
org.example.TargetClass,222,222,0.9485567970204841
org.example.TargetClass,223,223,0.9483240223463687
org.example.TargetClass,224,224,0.9480912476722533
org.example.TargetClass,225,225,0.9478584729981379
org.example.TargetClass,226,226,0.9476256983240223
org.example.TargetClass,227,227,0.9473929236499069
org.example.TargetClass,228,228,0.9471601489757915
org.example.TargetClass,229,229,0.946927374301676
