Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,org.jfree.data.time.TimeSeries,883,0.875595,2.9,RED
2,org.jfree.data.time.TimeSeries,942,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,944,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,941,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,940,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,935,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,932,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,931,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,934,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,933,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,939,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,924,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,927,0.841244,5.9,RED
2,org.jfree.data.time.TimeSeries,921,0.841244,5.9,RED
3,org.jfree.data.time.TimeSeries,882,0.763072,8.8,RED
3,org.jfree.data.time.TimeSeries,879,0.763072,8.8,RED
4,org.jfree.data.time.TimeSeries,142,0.547662,11.8,RED
4,org.jfree.data.time.TimeSeries,144,0.547662,11.8,RED
5,org.jfree.data.time.TimeSeries,433,0.515401,14.7,ORANGE
5,org.jfree.data.time.TimeSeries,435,0.515401,14.7,ORANGE
5,org.jfree.data.time.TimeSeries,430,0.515401,14.7,ORANGE
6,org.jfree.data.time.Day,423,0.509369,17.6,ORANGE
6,org.jfree.data.time.Day,406,0.509369,17.6,ORANGE
6,org.jfree.data.time.Day,405,0.509369,17.6,ORANGE
6,org.jfree.data.time.Day,407,0.509369,17.6,ORANGE
6,org.jfree.data.time.Day,404,0.509369,17.6,ORANGE
6,org.jfree.data.time.SpreadsheetDate,308,0.509369,17.6,ORANGE
7,org.jfree.data.time.TimeSeriesDataItem,215,0.414771,20.6,ORANGE
7,org.jfree.data.time.TimeSeriesDataItem,206,0.414771,20.6,ORANGE
7,org.jfree.data.time.TimeSeriesDataItem,205,0.414771,20.6,ORANGE
7,org.jfree.data.time.TimeSeriesDataItem,204,0.414771,20.6,ORANGE
7,org.jfree.data.time.TimeSeriesDataItem,203,0.414771,20.6,ORANGE
8,org.jfree.data.time.Day,302,0.397653,23.5,ORANGE
9,org.jfree.data.time.Year,218,0.367241,26.5,ORANGE
10,org.jfree.data.time.TimeSeries,602,0.366093,29.4,YELLOW
10,org.jfree.data.time.TimeSeries,603,0.366093,29.4,YELLOW
10,org.jfree.data.time.TimeSeries,604,0.366093,29.4,YELLOW
10,org.jfree.data.time.TimeSeries,588,0.366093,29.4,YELLOW
10,org.jfree.data.time.TimeSeries,589,0.366093,29.4,YELLOW
11,org.jfree.data.time.TimeSeries,575,0.365866,32.4,YELLOW
11,org.jfree.data.time.TimeSeries,576,0.365866,32.4,YELLOW
11,org.jfree.data.time.TimeSeries,574,0.365866,32.4,YELLOW
11,org.jfree.data.time.TimeSeries,561,0.365866,32.4,YELLOW
11,org.jfree.data.time.TimeSeries,562,0.365866,32.4,YELLOW
12,org.jfree.data.time.Day,183,0.363357,35.3,YELLOW
13,org.jfree.data.time.TimeSeries,157,0.335538,38.2,YELLOW
13,org.jfree.data.time.TimeSeries,155,0.335538,38.2,YELLOW
14,org.jfree.data.time.TimeSeriesDataItem,108,0.332081,41.2,YELLOW
14,org.jfree.data.time.TimeSeriesDataItem,107,0.332081,41.2,YELLOW
15,org.jfree.data.time.TimeSeriesDataItem,116,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,491,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,494,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,372,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,341,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,752,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,748,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,740,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,741,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,742,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,743,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,513,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,514,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,515,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,516,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,510,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,506,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,507,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,508,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,509,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,550,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,546,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,542,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,545,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,536,0.326339,44.1,YELLOW
15,org.jfree.data.time.TimeSeries,538,0.326339,44.1,YELLOW
16,org.jfree.data.time.TimeSeries,240,0.324615,47.1,YELLOW
17,org.jfree.data.time.Year,336,0.322428,50.0,YELLOW
17,org.jfree.data.time.Year,320,0.322428,50.0,YELLOW
17,org.jfree.data.time.Year,319,0.322428,50.0,YELLOW
17,org.jfree.data.time.Year,318,0.322428,50.0,YELLOW
17,org.jfree.data.time.Year,317,0.322428,50.0,YELLOW
18,org.jfree.data.time.TimeSeriesDataItem,92,0.318334,52.9,GREEN
18,org.jfree.data.time.TimeSeriesDataItem,93,0.318334,52.9,GREEN
18,org.jfree.data.time.TimeSeriesDataItem,96,0.318334,52.9,GREEN
18,org.jfree.data.time.TimeSeriesDataItem,97,0.318334,52.9,GREEN
18,org.jfree.data.time.TimeSeriesDataItem,98,0.318334,52.9,GREEN
19,org.jfree.data.time.TimeSeries,180,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,181,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,174,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,179,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,175,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,176,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,177,0.316387,55.9,GREEN
19,org.jfree.data.time.TimeSeries,178,0.316387,55.9,GREEN
20,org.jfree.data.time.Year,136,0.245381,58.8,GREEN
21,org.jfree.data.time.SpreadsheetDate,211,0.245234,61.8,GREEN
22,org.jfree.data.time.Year,96,0.209977,64.7,GREEN
22,org.jfree.data.time.Year,97,0.209977,64.7,GREEN
22,org.jfree.data.time.Year,104,0.209977,64.7,GREEN
22,org.jfree.data.time.Year,103,0.209977,64.7,GREEN
22,org.jfree.data.time.Year,105,0.209977,64.7,GREEN
23,org.jfree.data.time.Year,256,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,252,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,253,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,234,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,233,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,237,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,178,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,177,0.201745,67.6,GREEN
23,org.jfree.data.time.Year,176,0.201745,67.6,GREEN
24,org.jfree.data.time.SpreadsheetDate,452,0.197757,70.6,GREEN
25,org.jfree.data.time.SerialDate,500,0.195872,73.5,GREEN
26,org.jfree.data.time.Day,123,0.186553,76.5,GREEN
26,org.jfree.data.time.Day,122,0.186553,76.5,GREEN
26,org.jfree.data.time.Day,125,0.186553,76.5,GREEN
26,org.jfree.data.time.Day,124,0.186553,76.5,GREEN
27,org.jfree.data.time.SerialDate,499,0.180464,79.4,GREEN
28,org.jfree.data.time.Day,251,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,250,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,252,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,343,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,342,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,344,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,341,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,340,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,346,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,339,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,321,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,320,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,322,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,324,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,318,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,317,0.165144,82.4,GREEN
28,org.jfree.data.time.Day,319,0.165144,82.4,GREEN
28,org.jfree.data.time.SerialDate,792,0.165144,82.4,GREEN
28,org.jfree.data.time.SerialDate,526,0.165144,82.4,GREEN
