Rank,FullyQualifiedClass,Line,Score,Percentile,Band
1,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,280,0.447214,0.6,RED
1,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,281,0.447214,0.6,RED
2,com.google.gson.JsonDeserializerExceptionWrapper,53,0.421637,1.1,RED
2,com.google.gson.JsonDeserializerExceptionWrapper,51,0.421637,1.1,RED
3,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,266,0.401880,1.7,RED
3,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,267,0.401880,1.7,RED
3,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,265,0.401880,1.7,RED
4,com.google.gson.JsonParseException,63,0.399970,2.3,RED
4,com.google.gson.JsonParseException,62,0.399970,2.3,RED
4,com.google.gson.JsonSyntaxException,45,0.399970,2.3,RED
4,com.google.gson.JsonSyntaxException,44,0.399970,2.3,RED
5,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,273,0.356442,2.9,RED
5,com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter,277,0.356442,2.9,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,310,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,316,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,315,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,314,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,305,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,304,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter,303,0.316228,3.4,RED
6,com.google.gson.TypeInfoFactory,97,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,345,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,349,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,350,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,351,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,339,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,338,0.316228,3.4,RED
6,com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter,340,0.316228,3.4,RED
7,com.google.gson.JsonPrimitive,191,0.280909,4.0,RED
8,com.google.gson.JsonPrimitive,188,0.280263,4.6,RED
8,com.google.gson.JsonPrimitive,186,0.280263,4.6,RED
9,com.google.gson.JsonPrimitive,66,0.276356,5.1,RED
9,com.google.gson.JsonPrimitive,65,0.276356,5.1,RED
9,com.google.gson.JsonPrimitive,64,0.276356,5.1,RED
10,com.google.gson.JsonPrimitive,107,0.273286,5.7,RED
11,com.google.gson.JsonPrimitive,314,0.269563,6.3,RED
12,com.google.gson.JsonPrimitive,313,0.262517,6.9,RED
13,com.google.gson.Gson,151,0.262353,7.4,RED
13,com.google.gson.Gson,152,0.262353,7.4,RED
13,com.google.gson.Gson,153,0.262353,7.4,RED
13,com.google.gson.Gson,154,0.262353,7.4,RED
13,com.google.gson.Gson,155,0.262353,7.4,RED
14,com.google.gson.DefaultTypeAdapters,205,0.262068,8.0,RED
15,com.google.gson.stream.JsonReader,797,0.260954,8.6,RED
16,com.google.gson.JsonElement,112,0.254921,9.1,RED
16,com.google.gson.JsonElement,113,0.254921,9.1,RED
17,com.google.gson.JsonElement,57,0.246141,9.7,RED
18,com.google.gson.ObjectTypePair,66,0.236523,10.3,RED
18,com.google.gson.ObjectTypePair,65,0.236523,10.3,RED
18,com.google.gson.ObjectTypePair,55,0.236523,10.3,RED
18,com.google.gson.ObjectTypePair,56,0.236523,10.3,RED
19,com.google.gson.DisjunctionExclusionStrategy,50,0.236276,10.9,ORANGE
20,com.google.gson.AnonymousAndLocalClassExclusionStrategy,32,0.236118,11.4,ORANGE
